Time,Outdoor,,,,,,,,Solar and UVI,,Rainfall,,,,,,,Wind,,,Pressure,,,
2023-08-21 01:00:00,22.5,17.8,29.5,23,20.2,88,66,99,842.9,8,0,0,0,0,0,61,5823.1,1.1,13,325,1026.1,1024.1,1028.4,1009.5
2023-08-22 01:00:00,22.2,16.9,30.3,23.1,20.1,89,68,99,784.3,7,0,0,0,0,0,61,5823.1,0.6,9.3,162,1023.5,1020.8,1026.1,1006.9
2023-08-23 01:00:00,26.3,18.3,40.4,29.1,22.2,82,32,99,686.7,6,4.8,1,1,0,1,62,5824.1,1.1,14.8,124,1018.1,1015.4,1022.8,1001.5
2023-08-24 01:00:00,23,17.9,30.6,23.6,20.5,87,61,99,777,7,0,0,1,0,1,62,5824.1,3.6,20.1,295,1018.2,1014.7,1021.7,1001.6
2023-08-25 01:00:00,18.9,15.8,21.5,18.9,18.1,95,86,99,317.9,3,12.6,13.5,13,0,14.5,75.5,5837.6,1,11.1,243,1021.9,1020.5,1023.3,1005.3
2023-08-26 01:00:00,16,13.6,19.6,16,15.5,97,80,99,563.8,5,15.6,10.9,24.2,0.3,0.3,86.7,5848.8,0.9,13,305,1021,1019.9,1022.7,1004.4
2023-08-27 01:00:00,16.3,13.5,20.6,16.3,14.6,90,72,99,886.7,8,47.4,25.4,49.8,0.5,25.9,112.3,5874.4,3.3,23.8,337,1024.9,1021.4,1028,1008.3
2023-08-28 01:00:00,17.4,15.6,21.3,17.4,16.4,94,82,99,895.8,8,24.6,34.5,83.8,0,59.9,146.3,5908.4,3.7,20.1,331,1025.3,1024.1,1027.2,1008.7
2023-08-29 01:00:00,17.4,14,21.7,17.4,15.9,91,68,99,858.4,8,24.6,18.1,101.9,2,77.7,164.1,5926.2,1.6,14.8,35,1022.4,1020.2,1025.1,1005.8
2023-08-30 01:00:00,17,13.1,21.5,17,15.6,92,69,99,913.1,8,6,5.3,3.3,0,81,167.4,5929.5,1.8,14.8,318,1021.9,1019.8,1023.6,1004.4
2023-08-31 01:00:00,19.5,12.9,27.3,19.5,17.4,89,62,99,856.4,8,0,0,3.3,0,81,0,5929.5,1.2,11.1,219,1022.6,1021.5,1023.6,1005.1
2023-09-01 01:00:00,20.3,16.9,24.8,20.3,18.4,90,69,99,805.1,7,6,4.1,4.1,0,85.1,4.1,5933.6,0.8,11.1,320,1020.3,1018.2,1022.6,1002.7
2023-09-02 01:00:00,18,14.8,22.1,18,17.4,96,83,99,304.9,2,29.4,9.4,13.5,0,0,13.5,5943,0.4,7.2,158,1020.1,1018.6,1023,1002.6
2023-09-03 01:00:00,20.6,13.1,28.9,20.8,17.3,83,50,99,718.4,6,1.2,0.2,13.7,0,0.2,13.7,5943.2,2.8,46,126,1020.4,1015.5,1023.1,1002.9
2023-09-04 01:00:00,24.2,17.1,30.3,24.6,18.6,73,50,99,504,4,84,18.6,18.8,0.2,19,32.5,5962,3,36.7,150,1016.8,1015.1,1018.6,999.3
2023-09-05 01:00:00,23.5,15.9,33.3,23.9,17.8,75,35,99,682.8,6,0,0.2,18.8,0,19,32.5,5962,1.8,20.1,168,1019.1,1017.2,1021.1,1001.6
2023-09-06 01:00:00,22.3,16.9,29.7,23.1,19.7,86,63,99,668,6,0,0,0,0,19,32.5,5962,1,11.1,186,1020.4,1019.5,1021.3,1002.9
2023-09-07 01:00:00,23.2,18.1,31.3,24.3,20.4,86,57,99,700.5,6,0,0,0,0,19,32.5,5962,1.3,13,121,1019.7,1018.2,1022.3,1002.1
2023-09-08 01:00:00,22.8,17.9,32.9,24.1,20.5,88,57,99,664.2,6,39.6,16,16,0,35,48.5,5978,0.8,13,162,1019.6,1017.8,1021.9,1002.1
2023-09-09 01:00:00,22.8,19,27.8,23.1,21.4,92,77,99,694.9,6,0,0,16,0,0,48.5,5978,1.3,11.1,251,1019,1017.4,1021.4,1001.5
2023-09-10 01:00:00,21.7,18.2,26,21.7,20.5,93,81,99,701.5,6,76.2,14.5,14.5,0,14.5,63,5992.5,1,11.1,232,1020.9,1019.4,1021.7,1003.4
2023-09-11 01:00:00,19.9,16.7,26.7,19.9,19.1,95,73,99,670.6,6,30.6,15.5,30,0,30,78.5,6000,1.1,14.8,93,1020,1018.5,1022,1002.5
2023-09-12 01:00:00,18.5,16.8,22.4,18.5,18,97,82,99,961.3,9,59.4,35,65.3,0.3,65.3,113.8,6000,0.6,13,216,1023.3,1020.8,1025.9,1005.8
2023-09-13 01:00:00,18.7,14.7,22.9,18.7,17.5,93,77,99,756,7,4.8,1.3,66.3,0,66.3,114.8,6000,0.8,11.1,167,1026.4,1025.1,1027.5,1008.9
2023-09-14 01:00:00,19.7,14.6,25.8,19.7,17.6,89,66,99,632.8,6,0,0,66.3,0,66.3,114.8,6000,1.1,13,174,1022.9,1018.6,1026.8,1005.4
2023-09-15 01:00:00,20.2,14.9,26.7,20.2,17.6,87,53,99,296.2,2,4.8,1,0.8,0,67.3,115.8,6000,1.4,27.7,143,1014.5,1012.6,1018.7,997
2023-09-16 01:00:00,21.1,16.6,27.7,21.1,17.4,81,54,99,773.9,7,1.8,0.3,0.5,0,0,116.1,6000,2.1,31.4,133,1012.5,1010.6,1014.7,995
2023-09-17 01:00:00,21.5,14.9,28.3,21.5,14.4,67,33,97,782.1,7,0,0,0,0,0,116.1,6000,3.4,29.5,165,1013.3,1011.1,1015.7,995.8
2023-09-18 01:00:00,20.6,17,24.1,20.6,15.2,72,56,99,748.3,7,13.8,11.9,11.9,0,11.9,128,6000,4.9,48,285,1020.8,1014.5,1026.4,1003.3
2023-09-19 01:00:00,18.6,14.7,25.2,18.6,17,91,72,99,763,7,1.8,0.3,12.2,0,12.2,128.3,6000,0.6,9.3,141,1023.3,1019.2,1026.2,1005.8
2023-09-20 01:00:00,19.2,12.7,26.2,19.2,15.8,84,41,99,755.7,7,0,0,0,0,12.2,128.3,6000,2.9,36.7,213,1014.7,1008,1019.8,997.2
2023-09-21 01:00:00,17.6,11.1,23.4,17.6,13.4,78,46,98,598.6,5,15.6,21.1,21.1,0,33.3,149.4,6000,4.5,42.2,263,1011.5,1006.9,1015.1,994
2023-09-22 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-23 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-24 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-25 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-26 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-27 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-28 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-29 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-30 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-01 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-02 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-03 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-04 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-05 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-06 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-07 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-08 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-09 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-10 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-11 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-12 01:00:00,22.5,17.6,28.5,22.5,13.9,62,30,89,14.3,0,0,0,0,0,0.8,16,6000,2.3,21.9,145,1020.4,1019.6,1021.1,1002.9
2023-10-13 01:00:00,22.5,17.2,29,22.5,13.7,63,29,98,174.8,1,1.8,0.3,0.3,0,1.1,16.3,6000,3,27.7,158,1020.6,1017.9,1023.8,1003.6
2023-10-14 01:00:00,16.1,13.8,17.5,16.1,15.9,99,98,99,215.6,2,24.6,31.5,31.5,0,0,47.8,6000,0.4,9.3,194,1025.2,1022.5,1027.5,1009.4
2023-10-15 01:00:00,15.2,11.5,19,15.2,14.2,94,78,99,272.3,2,1.8,0.8,31.8,0,0.8,48.6,6000,0.8,14.8,142,1020.8,1014.7,1026.1,1005
2023-10-16 01:00:00,18.8,12,25.3,18.8,14.6,79,56,99,484.4,4,0,0,0,0,0.8,48.6,6000,2.4,23.8,175,1012.4,1010,1014.9,996.6
2023-10-17 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-18 01:00:00,23.2,20.3,26,23.2,14.8,60,48,77,610.3,5,1.8,0.5,0.3,0,1.3,49.1,6000,9,68.1,217,1002.7,997.1,1004.8,986.9
2023-10-19 01:00:00,18.7,12.4,22.3,18.7,13.2,72,52,99,601.2,5,4.2,1.7,1.7,0,3,50.8,6000,8.4,53.3,194,991.4,986.8,999.3,975.6
2023-10-20 01:00:00,14.8,10.1,17.6,14.8,10.6,76,60,91,530.9,5,7.2,10,11.7,0,13,60.8,6000,8.1,46,290,996.9,985.9,1006.8,981.1
2023-10-21 01:00:00,12.3,5.8,19.4,12.3,8.6,81,43,99,553.1,5,0,0,11.7,0,0,60.8,6000,1.5,16.6,144,1009.8,1006.2,1013.3,994
2023-10-22 01:00:00,14.4,7.8,22.7,14.4,10.3,79,43,99,540,5,4.8,1.8,2,1.8,2,62.8,6000,1.1,13,138,1009.5,1005.9,1012.8,993.7
2023-10-23 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-24 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-25 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-26 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-27 01:00:00,13.2,8.8,17.4,13.2,9.1,79,52,98,17.7,0,0,3.8,40.4,0,65.2,126,6000,3.5,27.7,156,1019.4,1008.6,1021.5,993.1
2023-10-28 01:00:00,18.7,14.2,21.2,18.7,11.5,64,54,97,426.3,14,0,0,0,0,0,126,6000,11.8,55,209,1018.2,1016,1021.5,988
2023-10-29 01:00:00,16,12.3,20,16,13.3,85,61,99,322.2,3,13.8,13.2,12.9,0,13.2,139.2,6000,3.4,62.3,231,1019.7,1016.1,1021.4,987.3
2023-10-30 01:00:00,14.3,10.1,21.1,14.3,11,83,43,99,415.6,4,9,2.5,2,0,15.7,141.7,6000,1.6,23.8,200,1022.8,1019.7,1028.6,991.4
2023-10-31 01:00:00,14.5,6.5,19.5,14.5,8.3,69,50,97,404.2,3,0,0,2,0,15.7,0,6000,6.1,55,175,1023.7,1014.6,1032.3,999.3
2023-11-01 01:00:00,17.3,12.1,21,17.3,10.8,67,50,99,442.5,4,27.6,12.5,12.2,0,28.2,12.5,6000,10.9,66.3,205,1013.2,1002.1,1020.7,992.4
2023-11-02 01:00:00,11.7,7.6,21.1,11.7,7.5,77,51,98,379.1,3,28.8,58.1,56.6,0,86.3,70.6,6000,6.3,48,297,1014.4,1002.2,1022.6,985.8
2023-11-03 01:00:00,11.5,9,15.7,11.3,7.5,78,53,98,461.9,4,9,19.3,14.2,0.2,105.8,90.1,6000,7.4,56.8,289,1021,1013.3,1025.9,989.9
2023-11-04 01:00:00,16.4,13.4,20.3,16.4,10.3,69,42,98,430.7,4,12.6,14.8,19.1,0,0,104.7,6000,10.2,73.4,216,1014.6,1003.5,1025.2,978.2
2023-11-05 01:00:00,13.6,8.1,17.9,13.6,8.4,73,52,99,473.7,4,33.6,16.5,16.5,0,16.5,121.2,6000,2.6,25.6,202,1026.8,1020.5,1035.9,992.1
2023-11-06 01:00:00,10.3,4.8,15.4,10.3,6.8,80,54,99,452,4,1.8,0.3,16.8,0,16.8,121.5,6000,2.4,21.9,147,1025.6,1020.2,1032.4,1003.9
2023-11-07 01:00:00,9.3,3.6,15.3,9.3,6.2,83,53,99,423.3,4,7.8,4.1,4.1,0,20.9,125.6,6000,2.5,29.5,173,1022.9,1020.3,1024.3,1008.2
2023-11-08 01:00:00,13.6,5.4,18.3,13.5,8.1,72,54,99,475.4,4,16.8,7.8,11.9,7.8,33,137.7,6000,7.8,56.8,195,1019.3,1016.5,1023.4,1004.4
2023-11-09 01:00:00,12.9,10.2,17.4,12.9,9.9,83,59,99,497.5,4,9,16.2,20.3,0,41.4,146.1,6000,2.4,23.8,264,1019.6,1017.4,1022.2,1004.3
2023-11-10 01:00:00,11.6,10.4,12.8,11.6,11.4,99,97,99,133.6,1,21.6,30.4,21.3,1.1,72.9,177.6,6000,0.6,13,132,1018.4,1015.4,1020.7,1003.1
2023-11-11 01:00:00,15.3,11.7,21.2,15.3,14.9,98,79,99,449.8,4,7.2,18.8,23.1,0,0,195.3,6000,0.7,9.3,142,1017.6,1014.8,1021.1,999.6
2023-11-12 01:00:00,17.3,11.3,23.2,17.3,13.6,81,47,99,393.4,3,1.8,0.3,5.1,0,0.3,195.6,6000,3.1,43.9,163,1021.7,1019.2,1025.7,1004.1
2023-11-13 01:00:00,22.2,15.6,24.5,22.2,14,60,51,76,445.9,14,0,0,0,0,0.3,195.6,6000,10.5,43.9,208,1020.7,1018.8,1023.4,1005.2
2023-11-14 01:00:00,18,13.7,23.7,18,13.6,78,50,99,402.1,3,13.8,11.4,11.7,0.3,12,207.3,6000,5.1,42.2,288,1023.4,1020.5,1027,1009.2
2023-11-15 01:00:00,15.8,13,21.9,15.8,14.1,91,64,99,392.6,3,1.8,0.8,12.2,0,12.5,207.8,6000,1.6,36.7,159,1021,1013.1,1027.5,1010.9
2023-11-16 01:00:00,15.8,12.3,21.9,15.8,13.8,89,62,99,90.2,0,4.8,4.8,4.1,0,17.3,212.6,6000,3.2,29.5,278,1019,1011.8,1023.9,1011
2023-11-17 01:00:00,12,7.4,19.4,12,10.5,91,66,99,317.5,3,1.8,0.3,0.5,0,17.6,212.9,6000,0.7,9.3,177,1020.7,1017.8,1023.9,1013.8
2023-11-18 01:00:00,12.7,8.3,21.6,12.7,10.9,90,66,99,1533.5,14,1.8,0.3,0.3,0,0,213.2,6000,1,7.2,169,1018.7,1015.5,1021.1,1011.4
2023-11-19 01:00:00,13.2,8.1,20.8,13.2,11.8,92,70,99,608.6,5,1.8,0.3,0.3,0,0.3,213.5,6000,1.1,11.1,153,1020.1,1018.5,1021.3,1011.2
2023-11-20 01:00:00,12.1,9.9,13.8,12.1,11.8,98,86,99,162.6,1,18.6,23.3,20.3,2.3,25.9,239.1,6000,1.9,20.1,300,1020.4,1019,1021.8,1011.4
2023-11-21 01:00:00,10.4,9.5,13.4,10.4,9.9,97,80,99,465,4,58.2,65.1,52.1,0.5,89.2,302.4,6000,3.3,21.9,331,1021.4,1019.5,1023.2,1013.3
2023-11-22 01:00:00,10.3,6.1,12.7,10.3,9.9,98,88,99,360.9,3,10.8,14.2,43.7,0,102.9,316.1,6000,0.5,13,143,1022.3,1019.6,1025.6,1017.5
2023-11-23 01:00:00,9,5.3,15.4,9,7.3,91,61,99,806,7,0,0,1,0,102.9,316.1,6000,0.9,13,160,1020.3,1017,1024.1,1018.6
2023-11-24 01:00:00,11.2,8.2,15.5,11.2,10.2,94,77,99,393.8,3,1.8,0.5,0.5,0,103.4,316.6,6000,0.4,7.2,228,1016.7,1013.3,1021,1011.8
2023-11-25 01:00:00,11.2,8.5,14.2,11.2,10.2,94,82,99,308.8,3,0,0,0,0,0,316.6,6000,0.7,9.3,162,1018.3,1015.5,1021,1007.4
2023-11-26 01:00:00,7.6,2.7,14.6,7.6,6.4,93,62,99,281.9,2,1.8,0.3,0.3,0,0.3,316.9,6000,0.8,7.2,210,1019.9,1018.3,1022.1,1005.4
2023-11-27 01:00:00,11.5,8,13.9,11.5,10.8,96,82,99,96.3,0,10.8,19.3,14.5,0,19.6,336.2,6000,3.7,25.6,277,1019.9,1018.1,1021.3,1002.9
2023-11-28 01:00:00,12,11.3,12.7,12,11.8,99,96,99,173.5,1,7.8,22.9,31.8,0.2,42.7,359.3,6000,1.7,18.3,310,1019,1016.5,1020.9,1000.1
2023-11-29 01:00:00,14.1,9.1,19.9,14.1,12,89,64,99,324.4,3,15,6.1,7.1,6.1,50.1,366.7,6000,3.4,40.4,167,1016.1,1008.3,1021,989.9
2023-11-30 01:00:00,10.4,7.8,14,10.4,10.1,98,91,99,75.8,0,16.8,55.6,30.5,0,99.6,0,6000,1.5,18.3,295,1020.3,1019,1022,988.9
2023-12-01 01:00:00,8.4,4.1,13.6,8.3,6.8,90,62,99,367.4,3,13.8,14.5,26.9,1,115.1,15.5,6000,2.5,27.7,247,1021.6,1018.3,1029.7,990.4
2023-12-02 01:00:00,7.3,2.3,11.7,7.2,6.6,95,75,99,395.1,3,12.6,22.4,29.2,0,0,36.9,6000,2.1,21.9,307,1027.9,1020.4,1038.3,1005.9
2023-12-03 01:00:00,8.8,1.5,14.5,8.8,3.8,74,48,99,308.4,3,1.8,0.7,5.3,0,0.7,37.6,6000,8.3,55,190,1019,1011.6,1023.8,1004.1
2023-12-04 01:00:00,11.8,7.5,14.9,11.6,7,74,56,94,305.8,2,9,13.5,16,2.8,17,53.9,6000,9,51.5,272,1019,1010.4,1029,1000.8
2023-12-05 01:00:00,8.8,5.5,12.1,8.7,6,83,65,98,220.3,2,4.8,4.3,17.5,0,18.5,55.4,6000,1.7,20.1,169,1023.5,1017.6,1029.4,1007.4
2023-12-06 01:00:00,6.1,1.5,15,6.1,4.3,90,55,99,467.2,4,0,0,0,0,18.5,55.4,6000,0.5,11.1,176,1019,1015.7,1022,1004
2023-12-07 01:00:00,15,9.9,17.2,15,7.8,65,32,99,133.9,1,19.8,9.4,9.1,0,27.9,64.8,6000,9.1,48,208,1019.2,1015.3,1023.3,999.8
2023-12-08 01:00:00,10.9,7.6,14.8,10.8,7.5,81,60,99,363.9,3,10.8,5.8,14.9,0,33.7,70.6,6000,2.8,23.8,36,1023.5,1019.5,1029.2,1006.6
2023-12-09 01:00:00,15.7,9,22.3,15.7,10.5,74,46,99,328.4,3,6.6,8.9,8.9,0,0,79.5,6000,4,31.4,203,1021.9,1016.1,1029.7,1006.4
2023-12-10 01:00:00,16,8.2,21.3,16,12.1,80,56,99,204.3,2,1.2,0.2,9.1,0,0.2,79.7,6000,4.1,29.5,173,1022.6,1018.6,1028.9,1006.9
2023-12-11 01:00:00,18.3,12.9,21,18.3,11.2,64,52,89,142.6,1,0,0,0,0,0.2,79.7,6000,6.7,46,185,1019.2,1017.6,1021.1,1003.8
2023-12-12 01:00:00,13.9,11,19.8,13.9,12.2,91,56,99,138.4,1,22.8,19.3,10.2,0,19.5,99,6000,2.5,38.5,138,1018.3,1016.5,1020.8,1001.2
2023-12-13 01:00:00,10.1,8.8,11.8,9.7,7.7,85,68,99,271.1,2,13.8,22.9,20.3,0.2,42.6,122.1,6000,7.1,36.7,310,1021.8,1017.8,1028.8,1004.7
2023-12-14 01:00:00,10,8,11.6,10,8.4,90,70,97,284.6,2,12.6,6.8,25.4,0,49.2,128.7,6000,2.4,18.3,334,1027.1,1020.4,1036,1018.5
2023-12-15 01:00:00,10.8,8,15.7,10.8,9.8,94,77,99,402.5,3,6,7.9,7.8,1,58.1,137.6,6000,0.9,9.3,218,1023.8,1019.6,1029.7,1026.6
2023-12-16 01:00:00,8.3,1.9,15,8.3,6.8,91,67,99,249.4,2,3,2.2,2.2,0,0,138.8,6000,1.2,16.6,159,1019.8,1017.2,1021.9,1026.1
2023-12-17 01:00:00,4.3,0,14.5,4.3,3,93,63,99,278.4,2,1.8,0.3,0.3,0,0.3,139.1,6000,0.8,7.2,178,1019.2,1016.9,1021.8,1023.8
2023-12-18 01:00:00,5.2,-0.2,13.9,5.2,4.1,94,70,99,310.6,3,1.8,0.3,0.3,0,0.6,139.4,6000,0.7,7.2,177,1020.2,1017.7,1022.1,1023.9
2023-12-19 01:00:00,8.5,3.8,12.9,8.5,6.6,89,65,99,268.5,2,3,1.5,2.8,1.3,3.4,142.2,6000,1.2,14.8,190,1018.4,1016.8,1021.2,1020.5
2023-12-20 01:00:00,9.9,8.8,12,9.8,9.2,95,77,99,202.1,1,15.6,24.2,20.6,0,26.3,165.1,6000,3.7,20.1,319,1019.7,1016.7,1023.5,1021.6
2023-12-21 01:00:00,11.7,9.4,13.6,11.7,9.4,86,77,99,104.1,1,3,1.3,6.4,0.3,27.9,166.7,6000,6.2,23.8,300,1018.7,1016.6,1021.2,1019.9
2023-12-22 01:00:00,11,10.2,12.9,11,9.9,93,82,98,308.4,3,3,3.8,2.5,0,31.4,170.2,6000,3,23.8,329,1020.4,1019.4,1021.9,1020.4
2023-12-23 01:00:00,8.9,3.7,13,8.9,8,94,80,99,191.7,1,3,2,2.8,0,0,172.2,6000,0.7,16.6,121,1019,1017.9,1021,1018.1
2023-12-24 01:00:00,6.4,1.7,16.3,6.4,5.2,93,63,99,506.2,4,1.8,0.3,0.3,0.3,0.6,172.8,6000,0.9,9.3,165,1018.3,1015.4,1020.9,1013.6
2023-12-25 01:00:00,6,1.1,16.7,6,3.7,88,44,99,437.2,4,1.8,0.5,0.3,0,0.8,173,6000,0.9,9.3,169,1019.4,1018.1,1020.9,1011
2023-12-26 01:00:00,5.8,0.5,17,5.8,3.9,89,51,99,267.6,2,0,0,0,0,0.8,173,6000,1.3,13,154,1019.1,1016.1,1022.7,1010.4
2023-12-27 01:00:00,8.5,1.2,19.4,8.5,4.6,81,23,98,264.1,2,1.8,0.3,0.3,0,1.1,173.3,6000,3.5,42.2,119,1018,1011.9,1024.8,1006.1
2023-12-28 01:00:00,12,7.4,18.7,12,8.2,79,55,99,136.7,1,1.8,0.3,0.3,0,1.4,173.6,6000,4.2,42.2,155,1022.9,1019.9,1025.2,1009.3
2023-12-29 01:00:00,9.7,5.7,14.7,9.7,9.2,97,82,99,261.6,2,3,0.5,0.5,0,1.9,174.1,6000,0.4,7.2,136,1020.7,1018.4,1024,1010
2023-12-30 01:00:00,11,3.1,17,11,5.8,74,49,99,261.1,2,1.8,0.3,0.3,0,0,174.4,6000,6.6,51.5,185,1016.1,1011,1020.9,1003.8
2023-12-31 01:00:00,9.7,5.5,15.6,9.7,6.4,81,52,99,322.2,3,7.8,7.1,7.1,0,7.1,0,6000,3.5,53.3,197,1019.4,1011.6,1024,1003.7
